reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment,case_folding,clean,token,normalization,normalization_join,stemming,cleaning
55258374-0e60-448a-991a-182d82e3f5a8,KR PW,https://play-lh.googleusercontent.com/a-/ALV-UjWczBE7Kue72Cr0IFSqls3UzbphchDzZ-3EXgh9P5QA6h0XaOo,"Semangat buat aplikatornya,dan semua jajarannya",5,3,2.0.18,2021-04-17 12:06:55,"Hai kak Krisna Jogja, terimakasih atas rating dan reviewnya. Mari kita bersama-sama membangun kota Jogja agar lebih baik, dengan bersinergi saling mendukung dalam era digital ini. Jogjakita Aplikasi asli Jogja Untuk warga Jogja.",2021-04-17 15:28:21,2.0.18,positive,"semangat buat aplikatornya,dan semua jajarannya",semangat buat aplikatornya dan semua jajarannya,"['semangat', 'buat', 'aplikatornya', 'dan', 'semua', 'jajarannya']","['semangat', 'buat', 'aplikatornya', 'dan', 'semua', 'jajarannya']",semangat buat aplikatornya dan semua jajarannya,"['semangat', 'buat', 'aplikator', 'dan', 'semua', 'jajar']",semangat buat aplikator dan semua jajar
4b2e22d0-a413-4636-93f6-85bbe447a0c3,dian retno prnomosari,https://play-lh.googleusercontent.com/a/ACg8ocIEneBs5gsWdekOCJDWO9iaOn0ZwqPJT53oQuCxDBvv0Y7dpw=mo,"Tiap hari mobilitas sy butuh menggunakan ojol, katanya kemana aja 5.000 tapi ini 1x sy pke utk yg ke 2x nya sudah tidak 5.000 lagi gimana ya? Pdhl aplikasi udh paling update... mohon solusinya. Kalo udah ga promo jangan pajang promo 5.000 kemana sja lg bikin custemer kecewa 😭 jarak tempuh sy jg <10kilo...",3,7,2.0.18,2021-04-17 04:42:45,"Hai Kak Dian Retno Prnomosari, terimakasih atas rating dan reviewnya. Saat ini masih berlangsung kak promonya, silahkan update aplikasi terbaru dan pilih voucher JogjaRide untuk menggunakan promo #mangewu.",2021-04-17 15:33:06,2.0.18,negative,"tiap hari mobilitas sy butuh menggunakan ojol, katanya kemana aja 5.000 tapi ini 1x sy pke utk yg ke 2x nya sudah tidak 5.000 lagi gimana ya? pdhl aplikasi udh paling update... mohon solusinya. kalo udah ga promo jangan pajang promo 5.000 kemana sja lg bikin custemer kecewa 😭 jarak tempuh sy jg <10kilo...",tiap hari mobilitas sy butuh menggunakan ojol katanya kemana aja tapi ini sy pke utk yg ke nya sudah tidak lagi gimana ya pdhl aplikasi udh paling update mohon solusinya kalo udah ga promo jangan pajang promo kemana sja lg bikin custemer kecewa jarak tempuh sy jg kilo ,"['tiap', 'hari', 'mobilitas', 'sy', 'butuh', 'menggunakan', 'ojol', 'katanya', 'kemana', 'aja', 'tapi', 'ini', 'sy', 'pke', 'utk', 'yg', 'ke', 'nya', 'sudah', 'tidak', 'lagi', 'gimana', 'ya', 'pdhl', 'aplikasi', 'udh', 'paling', 'update', 'mohon', 'solusinya', 'kalo', 'udah', 'ga', 'promo', 'jangan', 'pajang', 'promo', 'kemana', 'sja', 'lg', 'bikin', 'custemer', 'kecewa', 'jarak', 'tempuh', 'sy', 'jg', 'kilo']","['tiap', 'hari', 'mobilitas', 'saya', 'butuh', 'menggunakan', 'ojol', 'katanya', 'kemana', 'saja', 'tetapi', 'ini', 'saya', 'pakai', 'untuk', 'yang', 'ke', 'nya', 'sudah', 'tidak', 'lagi', 'bagaimana', 'ya', 'padahal', 'aplikasi', 'sudah', 'paling', 'perbarui', 'mohon', 'solusinya', 'kalau', 'sudah', 'tidak', 'promo', 'jangan', 'pajang', 'promo', 'kemana', 'saja', 'lagi', 'bikkan', 'customer', 'kecewa', 'jarak', 'tempuh', 'saya', 'juga', 'kilo']",tiap hari mobilitas saya butuh menggunakan ojol katanya kemana saja tetapi ini saya pakai untuk yang ke nya sudah tidak lagi bagaimana ya padahal aplikasi sudah paling perbarui mohon solusinya kalau sudah tidak promo jangan pajang promo kemana saja lagi bikkan customer kecewa jarak tempuh saya juga kilo,"['tiap', 'hari', 'mobilitas', 'saya', 'butuh', 'guna', 'ojol', 'kata', 'kemana', 'saja', 'tetapi', 'ini', 'saya', 'pakai', 'untuk', 'yang', 'ke', 'nya', 'sudah', 'tidak', 'lagi', 'bagaimana', 'ya', 'padahal', 'aplikasi', 'sudah', 'paling', 'baru', 'mohon', 'solusi', 'kalau', 'sudah', 'tidak', 'promo', 'jangan', 'pajang', 'promo', 'kemana', 'saja', 'lagi', 'bik', 'customer', 'kecewa', 'jarak', 'tempuh', 'saya', 'juga', 'kilo']",tiap hari mobilitas saya butuh guna ojol kata kemana saja tetapi ini saya pakai untuk yang ke nya sudah tidak lagi bagaimana ya padahal aplikasi sudah paling baru mohon solusi kalau sudah tidak promo jangan pajang promo kemana saja lagi bik customer kecewa jarak tempuh saya juga kilo
b41119c4-9be0-4ed3-9bc3-e31001cd81de,Sumi yatie,https://play-lh.googleusercontent.com/a/ACg8ocKVWMFwoAZCOGtA9WR4IS1pneMTu69aiCFE8_MMIFxf_2CjJg=mo,Pokok.e sip,5,2,,2021-04-16 19:33:04,"Hai Kak Sumi yatie, makasih ya atas rating dan reviewnya. Kami merasa senang bisa membantu dan memudahkan Anda. Nikmati beragam Promo dan Informasi terbaru dari Jogjakita. Apabila ada kendala silakan menghubungi melalui LiveChat/Call Center Jogjakita 08222-6657-999",2021-04-17 14:34:17,,positive,pokok.e sip,pokok sip,"['pokok', 'sip']","['pokok', 'ok']",pokok ok,"['pokok', 'ok']",pokok ok
e67289c1-f9d2-412b-b293-1d871e00019e,bang arup,https://play-lh.googleusercontent.com/a-/ALV-UjVqf_JlOSFWea2NRm37k9R-n09cB1ZzhmWTwkjq5GRiOmECbxzJ,Ben cepet dikembangke aplikasi ne,5,3,2.0.18,2021-04-16 18:52:48,"Hai Kak bang arup, makasih atas rating dan reviewnya. Kami akan menjadikan ini sebagai masukan untuk pengembangan produk kami selanjutnya. Jogjakita akan terus berusaha melengkapi dan meningkatkan layanan untuk pelanggan setia seperti Anda. Jika ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-04-18 12:11:30,2.0.18,positive,ben cepet dikembangke aplikasi ne,ben cepet dikembangke aplikasi ne,"['ben', 'cepet', 'dikembangke', 'aplikasi', 'ne']","['ben', 'cepat', 'dikembangke', 'aplikasi', 'ini']",ben cepat dikembangke aplikasi ini,"['ben', 'cepat', 'dikembangke', 'aplikasi', 'ini']",ben cepat dikembangke aplikasi ini
a184589b-2f55-4eca-95b4-eefb6741327d,Danche Rimbing,https://play-lh.googleusercontent.com/a-/ALV-UjWcmQnZzuQRyB4GMuDGGHyiC9Zmk4_agbkVKs4ztBa3tftZ3jYz,Luar biasa,5,2,2.0.18,2021-04-16 17:05:42,"Hai Kak Danche Rimbing, makasih ya atas rating dan reviewnya. Kami merasa senang bisa membantu dan memudahkan Anda. Nikmati beragam Promo dan Informasi terbaru dari Jogjakita. Apabila ada kendala silakan menghubungi melalui LiveChat/Call Center Jogjakita 08222-6657-999",2021-04-18 12:18:13,2.0.18,positive,luar biasa,luar biasa,"['luar', 'biasa']","['luar', 'biasa']",luar biasa,"['luar', 'biasa']",luar biasa
bb4cabb8-f51a-4a51-a66f-d528e8683fe1,Roswita Dewi,https://play-lh.googleusercontent.com/a-/ALV-UjWSA3JdxYd0TKIQpW8rJMdRu9hEW_ni9uSJlcByxkkQvu_C4SA,Ni aplikasinya kok aneh sich...setelah keluar balik buka lagi selalu g muncul tampilan menu aplikasinya. Jadi saya harus uninstal dlu nanti instal lagi baru bisa.😢,2,2,2.0.18,2021-04-16 15:42:42,"Hai kak Roswita Dewi, makasih atas rating dan reviewnya. Kami akan selalu berbenah dan berusaha memberikan yg terbaik untuk pelanggan setia kami.Mohon infokan detail kendala yang kakak alami ke email support@speedcash.co.id untuk kami lakukan pengecekan. Kami akant",2021-04-17 15:51:41,2.0.18,negative,ni aplikasinya kok aneh sich...setelah keluar balik buka lagi selalu g muncul tampilan menu aplikasinya. jadi saya harus uninstal dlu nanti instal lagi baru bisa.😢,ni aplikasinya kok aneh sich setelah keluar balik buka lagi selalu g muncul tampilan menu aplikasinya jadi saya harus uninstal dlu nanti instal lagi baru bisa ,"['ni', 'aplikasinya', 'kok', 'aneh', 'sich', 'setelah', 'keluar', 'balik', 'buka', 'lagi', 'selalu', 'g', 'muncul', 'tampilan', 'menu', 'aplikasinya', 'jadi', 'saya', 'harus', 'uninstal', 'dlu', 'nanti', 'instal', 'lagi', 'baru', 'bisa']","['nih', 'aplikasinya', 'kok', 'aneh', 'sih', 'setelah', 'keluar', 'balik', 'buka', 'lagi', 'selalu', 'tidak', 'muncul', 'tampilan', 'menu', 'aplikasinya', 'jadi', 'saya', 'harus', 'uninstall', 'dulu', 'nanti', 'install', 'lagi', 'baru', 'bisa']",nih aplikasinya kok aneh sih setelah keluar balik buka lagi selalu tidak muncul tampilan menu aplikasinya jadi saya harus uninstall dulu nanti install lagi baru bisa,"['nih', 'aplikasi', 'kok', 'aneh', 'sih', 'setelah', 'keluar', 'balik', 'buka', 'lagi', 'selalu', 'tidak', 'muncul', 'tampilan', 'menu', 'aplikasi', 'jadi', 'saya', 'harus', 'uninstall', 'dulu', 'nanti', 'install', 'lagi', 'baru', 'bisa']",nih aplikasi kok aneh sih setelah keluar balik buka lagi selalu tidak muncul tampilan menu aplikasi jadi saya harus uninstall dulu nanti install lagi baru bisa
d56bd5bb-fc8b-45f5-81d5-2cb4980e3caa,Dinaf Modiste,https://play-lh.googleusercontent.com/a/ACg8ocJ_O4h48fbW1hW70gjO0qqz8qJvLbA98twevqc5p9o0dTLQzA=mo,Semoga tambah maju..,5,2,2.0.18,2021-04-16 15:30:04,"Hai Kak Dinaf Modiste, makasih ya atas rating dan reviewnya. Kami merasa senang bisa membantu dan memudahkan Anda. Nikmati beragam Promo dan Informasi terbaru dari Jogjakita. Apabila ada kendala silakan menghubungi melalui LiveChat/Call Center Jogjakita 08222-6657-999",2021-04-17 14:07:07,2.0.18,positive,semoga tambah maju..,semoga tambah maju ,"['semoga', 'tambah', 'maju']","['semoga', 'tambah', 'maju']",semoga tambah maju,"['semoga', 'tambah', 'maju']",semoga tambah maju
92c4310c-5571-49dd-b50e-7ab2c65143f4,Devaandre kz,https://play-lh.googleusercontent.com/a/ACg8ocINXVmqx_vcYFQlkRUx_KmFLdJJnM6R_KHb2yxroln7rFiC3A=mo,Go mobil mana nih kok gaada,5,2,2.0.18,2021-04-16 13:53:05,"Hai kak Devaandre kz, terimakasih atas rating dan reviewnya. Segera kami infokan ya kak untuk JogjaCar. Yukk ajak teman untuk menggunakan aplikas JogjaKita dan Nikmatin berbagai Promo menariknya. Apabila ada kendala silakan menghubungi melalui LiveChat/Call Center Jogjakita 08222-6657-999",2021-04-17 14:03:57,2.0.18,negative,go mobil mana nih kok gaada,go mobil mana nih kok gaada,"['go', 'mobil', 'mana', 'nih', 'kok', 'gaada']","['go', 'mobil', 'mana', 'nih', 'kok', 'tidak', 'ada']",go mobil mana nih kok tidak ada,"['go', 'mobil', 'mana', 'nih', 'kok', 'tidak', 'ada']",go mobil mana nih kok tidak ada
fa1e5ffb-a448-449e-a041-67b7af46dabb,Lethycia Rachel,https://play-lh.googleusercontent.com/a-/ALV-UjXEuLGT6YwCpZcNdg6iWLvob2Xas3_6Gun1BnChNg1VPmn-lEre,"Tampilan oke mudah digunakan, driver lumayan cepet dapetnya. Lagi ada promo jadi sering pake ini. Cuma barusan ke log out dan belum bisa masuk padahal pw bener, tulisannya suruh update tapi gak ada update di play store. Akhirnya uninstall dulu baru install lagi. Semoga tidak bermasalah. Edit: nggak bermasalah kok, rekomen donlod",5,28,2.0.17,2021-04-16 08:30:52,"Hai Kak Lethycia Rachel, makasih ya atas rating dan reviewnya. Kami merasa senang bisa membantu dan memudahkan Anda. Nikmati beragam Promo dan Informasi terbaru dari Jogjakita. Apabila ada kendala silakan menghubungi melalui LiveChat/Call Center Jogjakita 08222-6657-999",2021-04-07 01:15:03,2.0.17,positive,"tampilan oke mudah digunakan, driver lumayan cepet dapetnya. lagi ada promo jadi sering pake ini. cuma barusan ke log out dan belum bisa masuk padahal pw bener, tulisannya suruh update tapi gak ada update di play store. akhirnya uninstall dulu baru install lagi. semoga tidak bermasalah. edit: nggak bermasalah kok, rekomen donlod",tampilan oke mudah digunakan driver lumayan cepet dapetnya lagi ada promo jadi sering pake ini cuma barusan ke log out dan belum bisa masuk padahal pw bener tulisannya suruh update tapi gak ada update di play store akhirnya uninstall dulu baru install lagi semoga tidak bermasalah edit nggak bermasalah kok rekomen donlod,"['tampilan', 'oke', 'mudah', 'digunakan', 'driver', 'lumayan', 'cepet', 'dapetnya', 'lagi', 'ada', 'promo', 'jadi', 'sering', 'pake', 'ini', 'cuma', 'barusan', 'ke', 'log', 'out', 'dan', 'belum', 'bisa', 'masuk', 'padahal', 'pw', 'bener', 'tulisannya', 'suruh', 'update', 'tapi', 'gak', 'ada', 'update', 'di', 'play', 'store', 'akhirnya', 'uninstall', 'dulu', 'baru', 'install', 'lagi', 'semoga', 'tidak', 'bermasalah', 'edit', 'nggak', 'bermasalah', 'kok', 'rekomen', 'donlod']","['tampilan', 'ok', 'mudah', 'digunakan', 'driver', 'lumayan', 'cepat', 'dapatnya', 'lagi', 'ada', 'promo', 'jadi', 'sering', 'pakai', 'ini', 'cuma', 'barusan', 'ke', 'logout', 'dan', 'belum', 'bisa', 'masuk', 'padahal', 'pw', 'benar', 'tulisannya', 'suruh', 'perbarui', 'tetapi', 'tidak', 'ada', 'perbarui', 'di', 'play', 'store', 'akhirnya', 'uninstall', 'dulu', 'baru', 'install', 'lagi', 'semoga', 'tidak', 'bermasalah', 'edit', 'tidak', 'bermasalah', 'kok', 'rekomendasi', 'download']",tampilan ok mudah digunakan driver lumayan cepat dapatnya lagi ada promo jadi sering pakai ini cuma barusan ke logout dan belum bisa masuk padahal pw benar tulisannya suruh perbarui tetapi tidak ada perbarui di play store akhirnya uninstall dulu baru install lagi semoga tidak bermasalah edit tidak bermasalah kok rekomendasi download,"['tampilan', 'ok', 'mudah', 'guna', 'driver', 'lumayan', 'cepat', 'dapat', 'lagi', 'ada', 'promo', 'jadi', 'sering', 'pakai', 'ini', 'cuma', 'barusan', 'ke', 'logout', 'dan', 'belum', 'bisa', 'masuk', 'padahal', 'pw', 'benar', 'tulisan', 'suruh', 'baru', 'tetapi', 'tidak', 'ada', 'baru', 'di', 'play', 'store', 'akhir', 'uninstall', 'dulu', 'baru', 'install', 'lagi', 'semoga', 'tidak', 'masalah', 'edit', 'tidak', 'masalah', 'kok', 'rekomendasi', 'download']",tampilan ok mudah guna driver lumayan cepat dapat lagi ada promo jadi sering pakai ini cuma barusan ke logout dan belum bisa masuk padahal pw benar tulisan suruh baru tetapi tidak ada baru di play store akhir uninstall dulu baru install lagi semoga tidak masalah edit tidak masalah kok rekomendasi download
189405f6-d345-47ff-8980-04c6f420b4cf,Agoes Tien,https://play-lh.googleusercontent.com/a/ACg8ocLaD5PhZYdbxDDajHefOriq3GrIKg4uWSzsFzY08OrWTZRHgw=mo,Sebalum update ke versi baru promo2 yg di berikan bisa di gunakan.. Tp setelah update ke versi baru 2.18 sesuai anjuran dr admin jogja kita.. Semua promo tidak bisa digunakan lagi.... 🤦‍♀️,2,2,2.0.18,2021-04-15 16:04:17,"Hai Kak Agoes Tien, makasih atas rating dan reviewnya. Kami akan menjadikan ini sebagai masukan untuk pengembangan produk kami selanjutnya. Jogjakita akan terus berusaha melengkapi dan meningkatkan layanan untuk pelanggan setia seperti Anda. Jika ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-04-16 00:54:05,2.0.18,negative,sebalum update ke versi baru promo2 yg di berikan bisa di gunakan.. tp setelah update ke versi baru 2.18 sesuai anjuran dr admin jogja kita.. semua promo tidak bisa digunakan lagi.... 🤦‍♀️,sebalum update ke versi baru promo yg di berikan bisa di gunakan tp setelah update ke versi baru sesuai anjuran dr admin jogja kita semua promo tidak bisa digunakan lagi ,"['sebalum', 'update', 'ke', 'versi', 'baru', 'promo', 'yg', 'di', 'berikan', 'bisa', 'di', 'gunakan', 'tp', 'setelah', 'update', 'ke', 'versi', 'baru', 'sesuai', 'anjuran', 'dr', 'admin', 'jogja', 'kita', 'semua', 'promo', 'tidak', 'bisa', 'digunakan', 'lagi']","['sebelum', 'perbarui', 'ke', 'versi', 'baru', 'promo', 'yang', 'di', 'berikan', 'bisa', 'di', 'gunakan', 'tetapi', 'setelah', 'perbarui', 'ke', 'versi', 'baru', 'sesuai', 'anjuran', 'dari', 'admin', 'jogjakita', 'semua', 'promo', 'tidak', 'bisa', 'digunakan', 'lagi']",sebelum perbarui ke versi baru promo yang di berikan bisa di gunakan tetapi setelah perbarui ke versi baru sesuai anjuran dari admin jogjakita semua promo tidak bisa digunakan lagi,"['sebelum', 'baru', 'ke', 'versi', 'baru', 'promo', 'yang', 'di', 'beri', 'bisa', 'di', 'guna', 'tetapi', 'setelah', 'baru', 'ke', 'versi', 'baru', 'sesuai', 'anjuran', 'dari', 'admin', 'jogjakita', 'semua', 'promo', 'tidak', 'bisa', 'guna', 'lagi']",sebelum baru ke versi baru promo yang di beri bisa di guna tetapi setelah baru ke versi baru sesuai anjuran dari admin jogjakita semua promo tidak bisa guna lagi
320c38ec-cca9-4070-81bc-9bc034b2c19c,Muhammad Chidri,https://play-lh.googleusercontent.com/a/ACg8ocL4UwfW-ChYV2wNI9nCuVj0lTg5qlOhqfUvIG_5_qxYd3_PRw=mo,"Untuk perjalanan sangat memuaskan tapi untuk fitur yg lain belum sesuai dengan promo yg dijanjikan. Pada saat kami harus update versi terbaru, kenapa kami diminta alamat email yg baru lagi?? Tapi kami memaklumi segala proses perbaikan ini demi kemajuan Jogja...👍👍👍",3,4,2.0.18,2021-04-15 15:59:04,"Hai Kak Muhammad Chidri, makasih atas rating dan reviewnya. Kami akan menjadikan ini sebagai masukan untuk pengembangan produk kami selanjutnya. Jogjakita akan terus berusaha melengkapi dan meningkatkan layanan untuk pelanggan setia seperti Anda. Jika ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-04-16 00:54:19,2.0.18,positive,"untuk perjalanan sangat memuaskan tapi untuk fitur yg lain belum sesuai dengan promo yg dijanjikan. pada saat kami harus update versi terbaru, kenapa kami diminta alamat email yg baru lagi?? tapi kami memaklumi segala proses perbaikan ini demi kemajuan jogja...👍👍👍",untuk perjalanan sangat memuaskan tapi untuk fitur yg lain belum sesuai dengan promo yg dijanjikan pada saat kami harus update versi terbaru kenapa kami diminta alamat email yg baru lagi tapi kami memaklumi segala proses perbaikan ini demi kemajuan jogja ,"['untuk', 'perjalanan', 'sangat', 'memuaskan', 'tapi', 'untuk', 'fitur', 'yg', 'lain', 'belum', 'sesuai', 'dengan', 'promo', 'yg', 'dijanjikan', 'pada', 'saat', 'kami', 'harus', 'update', 'versi', 'terbaru', 'kenapa', 'kami', 'diminta', 'alamat', 'email', 'yg', 'baru', 'lagi', 'tapi', 'kami', 'memaklumi', 'segala', 'proses', 'perbaikan', 'ini', 'demi', 'kemajuan', 'jogja']","['untuk', 'perjalanan', 'sangat', 'memuaskan', 'tetapi', 'untuk', 'fitur', 'yang', 'lakan', 'belum', 'sesuai', 'dengan', 'promo', 'yang', 'dijanjikan', 'pada', 'saat', 'kami', 'harus', 'perbarui', 'versi', 'terbaru', 'kenapa', 'kami', 'diminta', 'alamat', 'email', 'yang', 'baru', 'lagi', 'tetapi', 'kami', 'memaklumi', 'segala', 'proses', 'perbaikan', 'ini', 'demi', 'kemajuan', 'jogja']",untuk perjalanan sangat memuaskan tetapi untuk fitur yang lakan belum sesuai dengan promo yang dijanjikan pada saat kami harus perbarui versi terbaru kenapa kami diminta alamat email yang baru lagi tetapi kami memaklumi segala proses perbaikan ini demi kemajuan jogja,"['untuk', 'perjalanan', 'sangat', 'puas', 'tetapi', 'untuk', 'fitur', 'yang', 'lak', 'belum', 'sesuai', 'dengan', 'promo', 'yang', 'janji', 'pada', 'saat', 'kami', 'harus', 'baru', 'versi', 'baru', 'kenapa', 'kami', 'minta', 'alamat', 'email', 'yang', 'baru', 'lagi', 'tetapi', 'kami', 'maklum', 'segala', 'proses', 'perbaikan', 'ini', 'demi', 'maju', 'jogja']",untuk perjalanan sangat puas tetapi untuk fitur yang lak belum sesuai dengan promo yang janji pada saat kami harus baru versi baru kenapa kami minta alamat email yang baru lagi tetapi kami maklum segala proses perbaikan ini demi maju jogja
a9c88f4a-b6f0-4871-989b-ad668915044a,Evan Prasojo,https://play-lh.googleusercontent.com/a/ACg8ocI3Y3SEHz4mOVHHaqDfbo_DAyT7KPdAT5BzsApcAHfgSE1qBQ=mo,Ape Yes,5,2,,2021-04-15 11:03:08,"Hai Kak Evan , makasih atas rating dan reviewnya. Mohon maaf atas ketidaknyamanan Anda, silakan menginformasikan kendala Anda kepada tim CS kami melalui livechat/call center 082226657999 untuk dibantu solusikan kendala yang anda alami.",2021-04-15 12:39:40,,negative,ape yes,ape yes,"['ape', 'yes']","['apa', 'yes']",apa yes,"['apa', 'yes']",apa yes
32a22301-f869-424a-ad51-1e75d5def079,ajeng yoan pratama putri,https://play-lh.googleusercontent.com/a/ACg8ocIGhLhLBq22LrbvUHsG5zR5ARwefQiL20naPL84zrAVxiWTPZw=mo,"Mulai dari driver, admin semuanya good service. Thanks jogkit, maju terus!👍",5,8,,2021-04-15 10:31:19,"Hai Kak ajeng , makasih atas rating dan reviewnya. Semoga dengan adanya Jogjakita, kamu mendapatkan kemudahan bertransaksi. Yuk kepoin beragam promo dan kuis via media sosial kami ya. Kalo ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-04-15 12:39:58,,positive,"mulai dari driver, admin semuanya good service. thanks jogkit, maju terus!👍",mulai dari driver admin semuanya good service thanks jogkit maju terus ,"['mulai', 'dari', 'driver', 'admin', 'semuanya', 'good', 'service', 'thanks', 'jogkit', 'maju', 'terus']","['mulai', 'dari', 'driver', 'admin', 'semuanya', 'bagus', 'layanan', 'terima', 'kasih', 'jogjakita', 'maju', 'terus']",mulai dari driver admin semuanya bagus layanan terima kasih jogjakita maju terus,"['mulai', 'dari', 'driver', 'admin', 'semua', 'bagus', 'layanan', 'terima', 'kasih', 'jogjakita', 'maju', 'terus']",mulai dari driver admin semua bagus layanan terima kasih jogjakita maju terus
52de1726-6265-41aa-acab-b46a89cf6954,Rose Minnie,https://play-lh.googleusercontent.com/a/ACg8ocJmn2VD2NOFeUDDNsJOu4K49iUGd1CkIPbgwVN6hCW_XMWGyA=mo,Bintang 5 dong.. Semoga jauh dekat tetap promo goceng😍,5,5,2.0.17,2021-04-15 05:57:05,"Hai kak Rose Minnie, terimakasi bintang 5 nya, senang sekali dengan ulasan yang kakak berikan. Masih ada lho kak promo #SerbaMangewu, order makan harga mangewu diantar kerumah mu. tinggal nunggu dirumah pesanan datang. g perlu repot lagi kan ??Yukk Kepoin Instagram @JogjaKita_Official agar enggak ketinggalan info terbaru promo aplikasi JogjaKita.",2021-04-15 08:40:42,2.0.17,positive,bintang 5 dong.. semoga jauh dekat tetap promo goceng😍,bintang dong semoga jauh dekat tetap promo goceng ,"['bintang', 'dong', 'semoga', 'jauh', 'dekat', 'tetap', 'promo', 'goceng']","['bintang', 'dong', 'semoga', 'jauh', 'dekat', 'tetap', 'promo', 'uang', 'kecil']",bintang dong semoga jauh dekat tetap promo uang kecil,"['bintang', 'dong', 'semoga', 'jauh', 'dekat', 'tetap', 'promo', 'uang', 'kecil']",bintang dong semoga jauh dekat tetap promo uang kecil
64175394-8843-4639-840e-3134b23e7a88,Jumedi Jumedi,https://play-lh.googleusercontent.com/a/ACg8ocJVSQPeIQ5DEF_4lKdDwr1O7K3EHJDqWujKRZ0HGbVFtD2uFw=mo,Wah parah bgt sih jogja kita yg dateng 2 driver pesen makanan saya. yg dateng 2 driver jadi bayarnya dobel,3,0,2.0.18,2021-04-14 21:59:04,"Hai Kak Jumedi Jumedi, makasih atas rating dan reviewnya. Kami akan menjadikan ini sebagai masukan untuk pengembangan produk kami selanjutnya. Jogjakita akan terus berusaha melengkapi dan meningkatkan layanan untuk pelanggan setia seperti Anda. Jika ada kendala bisa lho contact tim CS kami melalui livechat/call center 082226657999",2021-04-15 00:17:59,2.0.18,negative,wah parah bgt sih jogja kita yg dateng 2 driver pesen makanan saya. yg dateng 2 driver jadi bayarnya dobel,wah parah bgt sih jogja kita yg dateng driver pesen makanan saya yg dateng driver jadi bayarnya dobel,"['wah', 'parah', 'bgt', 'sih', 'jogja', 'kita', 'yg', 'dateng', 'driver', 'pesen', 'makanan', 'saya', 'yg', 'dateng', 'driver', 'jadi', 'bayarnya', 'dobel']","['wah', 'parah', 'banget', 'sih', 'jogjakita', 'yang', 'datang', 'driver', 'pesan', 'makanan', 'saya', 'yang', 'datang', 'driver', 'jadi', 'bayarnya', 'dobel']",wah parah banget sih jogjakita yang datang driver pesan makanan saya yang datang driver jadi bayarnya dobel,"['wah', 'parah', 'banget', 'sih', 'jogjakita', 'yang', 'datang', 'driver', 'pesan', 'makan', 'saya', 'yang', 'datang', 'driver', 'jadi', 'bayar', 'dobel']",wah parah banget sih jogjakita yang datang driver pesan makan saya yang datang driver jadi bayar dobel
8d39eb80-eb83-4a02-ab33-dd4bc043705e,Widyastuti Tuti,https://play-lh.googleusercontent.com/a/ACg8ocLDnHvHqHheiRTTW5Mn40dASSQFLxiRWBkP90kbIo84gTb-7w=mo,Bagus murah tapi chat sama map kadang telat,5,4,2.0.18,2021-04-14 17:21:36,"Hai Kak Widyastuti , makasih ya atas rating dan reviewnya. Kami merasa senang bisa membantu dan memudahkan Anda. Nikmati beragam Promo dan Informasi terbaru dari Jogjakita. Apabila ada kendala silakan menghubungi melalui LiveChat/Call Center Jogjakita 08222-6657-999",2021-04-13 00:28:27,2.0.18,negative,bagus murah tapi chat sama map kadang telat,bagus murah tapi chat sama map kadang telat,"['bagus', 'murah', 'tapi', 'chat', 'sama', 'map', 'kadang', 'telat']","['bagus', 'murah', 'tetapi', 'chat', 'sama', 'map', 'kadang', 'telat']",bagus murah tetapi chat sama map kadang telat,"['bagus', 'murah', 'tetapi', 'chat', 'sama', 'map', 'kadang', 'telat']",bagus murah tetapi chat sama map kadang telat
